# Compute m_ttbar distribution dxsection/dm_ttbar (pb/GeV) of PP > ttbar. Energy and mass in GeV, xsection in pb.
# Parameters: alphaS(ScaleR) = 0.107655, m_t = 172.5, PDFset = NNPDF31_nnlo_as_0118_notop, PDFmember = 0, ScaleF = 172.5, ScaleR = 172.5, sqrt(s_hadron) = 13000, MZ = 91.2, vev = 246.22, RelativeError = 0.01, DynamicScalingChoice = 0, ScaleUncertainty = (0.5,2)
# m_ttbar (GeV) 				 gg > singlet 	 [lower , 	 upper] 				 gg > octet 	 [lower , 	 upper] 				 qq > octet 	 [lower , 	 upper]
335				0	0	0				0	0	0				0	0	0				-0.000760536	0.00111128	-0.00172112
335.1				0	0	0				0	0	0				0	0	0				-0.000764309	0.00111858	-0.00173059
335.2				0	0	0				0	0	0				0	0	0				-0.00076817	0.00112593	-0.00174025
335.3				0	0	0				0	0	0				0	0	0				-0.000772112	0.00113341	-0.0017501
335.4				0	0	0				0	0	0				0	0	0				-0.000776137	0.00114103	-0.00176015
335.5				0	0	0				0	0	0				0	0	0				-0.000780247	0.0011488	-0.00177041
335.6				0	0	0				0	0	0				0	0	0				-0.000784445	0.00115672	-0.00178088
335.7				0	0	0				0	0	0				0	0	0				-0.000788734	0.0011648	-0.00179157
335.8				0	0	0				0	0	0				0	0	0				-0.000793117	0.00117303	-0.00180248
335.9				0	0	0				0	0	0				0	0	0				-0.000797595	0.00118143	-0.00181362
336				0	0	0				0	0	0				0	0	0				-0.000802173	0.00118999	-0.001825
336.1				0	0	0				0	0	0				0	0	0				-0.000806853	0.00119873	-0.00183662
336.2				0	0	0				0	0	0				0	0	0				-0.000811639	0.00120765	-0.0018485
336.3				0	0	0				0	0	0				0	0	0				-0.000816533	0.00121675	-0.00186064
336.4				0	0	0				0	0	0				0	0	0				-0.00082154	0.00122605	-0.00187305
336.5				0	0	0				0	0	0				0	0	0				-0.000826662	0.00123554	-0.00188574
336.6				0	0	0				0	0	0				0	0	0				-0.000831905	0.00124524	-0.00189871
336.7				0	0	0				0	0	0				0	0	0				-0.000837271	0.00125515	-0.00191199
336.8				0	0	0				0	0	0				0	0	0				-0.000842765	0.00126528	-0.00192557
336.9				0	0	0				0	0	0				0	0	0				-0.000848391	0.00127563	-0.00193946
337				0	0	0				0	0	0				0	0	0				-0.000854154	0.00128621	-0.00195369
337.1				0	0	0				0	0	0				0	0	0				-0.000860058	0.00129704	-0.00196825
337.2				0	0	0				0	0	0				0	0	0				-0.000866109	0.00130811	-0.00198317
337.3				0	0	0				0	0	0				0	0	0				-0.000872311	0.00131945	-0.00199846
337.4				0	0	0				0	0	0				0	0	0				-0.000878671	0.00133105	-0.00201412
337.5				0	0	0				0	0	0				0	0	0				-0.000885194	0.00134293	-0.00203017
337.6				0	0	0				0	0	0				0	0	0				-0.000891886	0.0013551	-0.00204663
337.7				0	0	0				0	0	0				0	0	0				-0.000898753	0.00136757	-0.00206351
337.8				0	0	0				0	0	0				0	0	0				-0.000905802	0.00138034	-0.00208082
337.9				0	0	0				0	0	0				0	0	0				-0.00091304	0.00139344	-0.0020986
338				0	0	0				0	0	0				0	0	0				-0.000920475	0.00140688	-0.00211684
338.1				0	0	0				0	0	0				0	0	0				-0.000928113	0.00142066	-0.00213557
338.2				0	0	0				0	0	0				0	0	0				-0.000935964	0.00143481	-0.00215482
338.3				0	0	0				0	0	0				0	0	0				-0.000944036	0.00144933	-0.00217459
338.4				0	0	0				0	0	0				0	0	0				-0.000952339	0.00146425	-0.00219492
338.5				0	0	0				0	0	0				0	0	0				-0.00096088	0.00147957	-0.00221583
338.6				0	0	0				0	0	0				0	0	0				-0.000969672	0.00149532	-0.00223733
338.7				0	0	0				0	0	0				0	0	0				-0.000978724	0.00151151	-0.00225947
338.8				0	0	0				0	0	0				0	0	0				-0.000988048	0.00152817	-0.00228225
338.9				0	0	0				0	0	0				0	0	0				-0.000997656	0.00154532	-0.00230572
339				0	0	0				0	0	0				0	0	0				-0.00100756	0.00156296	-0.00232991
339.1				0	0	0				0	0	0				0	0	0				-0.00101778	0.00158114	-0.00235483
339.2				0	0	0				0	0	0				0	0	0				-0.00102831	0.00159987	-0.00238054
339.3				0	0	0				0	0	0				0	0	0				-0.00103919	0.00161919	-0.00240707
339.4				0	0	0				0	0	0				0	0	0				-0.00105043	0.0016391	-0.00243445
339.5				0	0	0				0	0	0				0	0	0				-0.00106204	0.00165966	-0.00246273
339.6				0	0	0				0	0	0				0	0	0				-0.00107404	0.00168088	-0.00249196
339.7				0	0	0				0	0	0				0	0	0				-0.00108645	0.00170281	-0.00252217
339.8				0	0	0				0	0	0				0	0	0				-0.00109929	0.00172547	-0.00255342
339.9				0	0	0				0	0	0				0	0	0				-0.00111259	0.00174891	-0.00258576
340				0	0	0				0	0	0				0	0	0				-0.00112637	0.00177317	-0.00261926
340.1				0	0	0				0	0	0				0	0	0				-0.00114065	0.00179829	-0.00265397
340.2				0	0	0				0	0	0				0	0	0				-0.00115546	0.00182431	-0.00268996
340.3				0	0	0				0	0	0				0	0	0				-0.00117083	0.00185129	-0.0027273
340.4				0	0	0				0	0	0				0	0	0				-0.0011868	0.00187928	-0.00276606
340.5				0	0	0				0	0	0				0	0	0				-0.00120339	0.00190834	-0.00280633
340.6				0	0	0				0	0	0				0	0	0				-0.00122065	0.00193854	-0.0028482
340.7				0	0	0				0	0	0				0	0	0				-0.00123861	0.00196993	-0.00289176
340.8				0	0	0				0	0	0				0	0	0				-0.00125731	0.00200259	-0.00293711
340.9				0	0	0				0	0	0				0	0	0				-0.00127681	0.00203661	-0.00298437
341				0	0	0				0	0	0				0	0	0				-0.00129714	0.00207206	-0.00303365
341.1				0	0	0				0	0	0				0	0	0				-0.00131837	0.00210904	-0.00308509
341.2				0	0	0				0	0	0				0	0	0				-0.00134056	0.00214765	-0.00313882
