# Compute m_ttbar distribution dxsection/dm_ttbar (pb/GeV) of PP > ttbar. Energy and mass in GeV, xsection in pb.
# Parameters: alphaS(ScaleR) = 0.107655, m_t = 172.5, PDFset = NNPDF31_nnlo_as_0118_notop, PDFmember = 0, ScaleF = 172.5, ScaleR = 172.5, sqrt(s_hadron) = 13000, MZ = 91.2, vev = 246.22, RelativeError = 0.01, DynamicScalingChoice = 0, ScaleUncertainty = (0.5,2)
# m_ttbar (GeV) 				 gg > singlet 	 [lower , 	 upper] 				 gg > octet 	 [lower , 	 upper] 				 qq > octet 	 [lower , 	 upper]
335				-0.00588272	-0.100034	0.0740824				0.014326	-0.116062	0.115783				0.00749057	-0.00515721	0.0183065				-0.000760536	0.00111128	-0.00172112
335.1				-0.00594506	-0.0934183	0.0744697				0.0143205	-0.113233	0.116068				0.00750927	-0.00424859	0.0183577				-0.000764309	0.00111858	-0.00173059
335.2				-0.00600919	-0.0939763	0.0748645				0.0143194	-0.113599	0.116358				0.00752831	-0.00426557	0.0184097				-0.00076817	0.00112593	-0.00174025
335.3				-0.00607432	-0.0945452	0.0752674				0.0143188	-0.113971	0.116654				0.00754772	-0.00428279	0.0184627				-0.000772112	0.00113341	-0.0017501
335.4				-0.00614049	-0.0951252	0.0756786				0.0143186	-0.11435	0.116955				0.00756751	-0.00430026	0.0185167				-0.000776137	0.00114103	-0.00176015
335.5				-0.00620773	-0.0957166	0.0760984				0.014319	-0.114734	0.117262				0.00758767	-0.00431798	0.0185716				-0.000780247	0.0011488	-0.00177041
335.6				-0.00627607	-0.0963199	0.076527				0.01432	-0.115125	0.117575				0.00760823	-0.00433599	0.0186275				-0.000784445	0.00115672	-0.00178088
335.7				-0.00634554	-0.0969353	0.0769648				0.0143215	-0.115523	0.117894				0.0076292	-0.00435424	0.0186844				-0.000788734	0.0011648	-0.00179157
335.8				-0.00641618	-0.0975632	0.0774119				0.0143235	-0.115927	0.11822				0.00765058	-0.00437277	0.0187424				-0.000793117	0.00117303	-0.00180248
335.9				-0.00648803	-0.0982041	0.0778687				0.0143261	-0.116339	0.118552				0.00767237	-0.00439158	0.0188014				-0.000797595	0.00118143	-0.00181362
336				-0.00656112	-0.0988582	0.0783354				0.0143293	-0.116757	0.118891				0.00769483	-0.00441068	0.0188615				-0.000802173	0.00118999	-0.001825
336.1				-0.00663549	-0.0995261	0.0788124				0.014333	-0.117183	0.119236				0.00771749	-0.00443008	0.0189228				-0.000806853	0.00119873	-0.00183662
336.2				-0.00671118	-0.100208	0.0793				0.0143374	-0.117616	0.119589				0.00774062	-0.00444978	0.0189852				-0.000811639	0.00120765	-0.0018485
336.3				-0.00678824	-0.100905	0.0797986				0.0143424	-0.118056	0.119948				0.00776402	-0.00446979	0.0190487				-0.000816533	0.00121675	-0.00186064
